# r0x r0y r0z v0x v0y v0z t0_days Cj DE DV Emax h_perigeo h_min_periluneo
-3.076234037730125128e+05 8.508665459762963001e+05 0.000000000000000000e+00 1.326117024496314967e-02 -9.736474679733175819e-01 0.000000000000000000e+00 -8.979156620959301945e+05 1.409999999999999920e+00 5.729930196899065686e-01 1.720499597666606206e+00 4.158367719367343784e-02 4.647879841171125008e+02 8.053879099495368791e+03
-8.390457872202440631e+05 3.629156522688433761e+05 0.000000000000000000e+00 8.665820088608223726e-01 -8.307596700493289354e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.409999999999999920e+00 1.223419513785187762e+00 2.636893408752025714e+00 2.997610058054019921e-01 5.278626534652275950e+02 1.714084145033067898e+03
-3.039800436726482003e+05 8.489786536793453852e+05 0.000000000000000000e+00 7.749425832018430604e-03 -9.698276129638525589e-01 0.000000000000000000e+00 -8.979156620959301945e+05 1.419999999999999929e+00 5.760500430325969923e-01 1.852020801593450727e+00 3.624895788777052208e-02 2.456545304201536055e+02 8.014576970378802798e+03
-8.353014962948958855e+05 3.640362075984334224e+05 0.000000000000000000e+00 8.597452362726505370e-01 -8.323018261005441509e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.419999999999999929e+00 1.223105445621353704e+00 1.730004194367027459e+00 2.936509298562250403e-01 5.697888149420059563e+02 1.859301889692994791e+03
-8.315427768489446025e+05 3.651558731035250239e+05 0.000000000000000000e+00 8.528713336577791182e-01 -8.338357303416104038e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.429999999999999938e+00 1.222700449170721848e+00 2.268036084752909964e+00 2.875382981923613190e-01 6.019164157691166110e+02 2.010064775120285503e+03
-8.277694914564142236e+05 3.662745910913317348e+05 0.000000000000000000e+00 8.459598949886273367e-01 -8.353611143182680943e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.439999999999999947e+00 1.222139861991540455e+00 2.979806211651322201e+00 2.814230871415590030e-01 6.236862560779545674e+02 2.165725852309110451e+03
8.402891403849048074e+05 -2.664527674244298250e+05 0.000000000000000000e+00 -9.115388171954166285e-01 7.281884103038037681e-01 0.000000000000000000e+00 -3.741315258733042865e+05 1.449999999999999956e+00 1.171162920193190127e+00 2.313474727868063852e+00 2.255752873983198625e-01 5.975133025435925447e+02 1.879299400855322347e+03
-8.239815007954225875e+05 3.673923023380364757e+05 0.000000000000000000e+00 8.390105083871401970e-01 -8.368777024138114307e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.449999999999999956e+00 1.221378388849652552e+00 1.655682212229698358e+00 2.753052726625971891e-01 6.345449711953187943e+02 2.325719491655567708e+03
8.723786011729456950e+05 -2.940469435549185146e+05 0.000000000000000000e+00 -8.894364784473769436e-01 7.234481607601899178e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.459999999999999964e+00 1.166952295938025630e+00 2.309574483109413379e+00 2.200301995471277416e-01 3.187992377251621292e+02 2.052579286516857792e+03
-8.201786636158230249e+05 3.685089460458430112e+05 0.000000000000000000e+00 8.320227560309534365e-01 -8.383852116397201293e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.459999999999999964e+00 1.220497826361094384e+00 1.810512368096902414e+00 2.691848303372652573e-01 6.339492375750824067e+02 2.204393669876117201e+03
-5.652048494059980148e+05 -6.872160258219077950e+05 0.000000000000000000e+00 1.450637051888685081e+00 6.968626929701424721e-01 0.000000000000000000e+00 -5.986104413972868351e+05 1.459999999999999964e+00 1.420145202925646055e+00 1.957810454040623149e+00 8.666379644140645988e-01 7.623782978242479658e+02 1.888256906160728931e+03
-8.163608367062360048e+05 3.696244597986886511e+05 0.000000000000000000e+00 8.249962140582945969e-01 -8.398833514194452565e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.469999999999999973e+00 1.219445610881762621e+00 1.916183161139260349e+00 2.630617353621436671e-01 6.213702994404357014e+02 2.022041350230817898e+03
-8.125278748604535358e+05 3.707387795165434945e+05 0.000000000000000000e+00 8.179304524716550784e-01 -8.413718233650788747e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.479999999999999982e+00 1.218214484681516829e+00 1.941507574945759984e+00 2.569359625401738123e-01 5.962989461930064863e+02 1.838911148855005422e+03
-8.086796308432170190e+05 3.718518394082658924e+05 0.000000000000000000e+00 8.108250350401952078e-01 -8.428503210466179452e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.489999999999999991e+00 1.216797142274836707e+00 1.879076428751914385e+00 2.508074862719457676e-01 5.582508146369391397e+02 1.655192927225392623e+03
-8.048159553553566802e+05 3.729635719229505048e+05 0.000000000000000000e+00 8.036795192009561495e-01 -8.443185297536059952e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.500000000000000000e+00 1.215187002300244901e+00 1.750696867685683777e+00 2.446762805467967705e-01 5.067722969603591991e+02 1.471164109987883421e+03
7.971921352569877636e+05 -4.506861168511856813e+05 0.000000000000000000e+00 -9.221441218285666430e-01 1.254186906055940742e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.500000000000000000e+00 1.359672270045778841e+00 2.654947439661687447e+00 7.791587517827183174e-01 3.407629588775689626e+02 2.289724665236118199e+03
8.537367581048158463e+05 -2.617919895502272411e+05 0.000000000000000000e+00 -8.401249673874875423e-01 6.573219117476910567e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.510000000000000009e+00 1.098159434281249514e+00 2.499318791505682924e+00 1.185578958778683994e-01 7.842944338458937636e+02 2.031308120505904753e+03
-8.009366969982644077e+05 3.740739076997196535e+05 0.000000000000000000e+00 7.964934559588463525e-01 -8.457761262488160403e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.510000000000000009e+00 1.213377750783550146e+00 1.591104985438183128e+00 2.385423189336086103e-01 4.414462477299121019e+02 1.287225358084458321e+03
7.957688640305654844e+05 -4.504839428280994180e+05 0.000000000000000000e+00 -9.176610078736011644e-01 1.253440364586156042e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.510000000000000009e+00 1.356415880151751407e+00 2.290824645584848440e+00 7.735057786173593630e-01 5.418041593144653234e+02 2.138141611122503946e+03
8.520585715183687862e+05 -2.623548977111348649e+05 0.000000000000000000e+00 -8.356977293425036368e-01 6.585081029205852587e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.520000000000000018e+00 1.095782749876672568e+00 2.534479650577368126e+00 1.149710157010131878e-01 4.925094675502532482e+02 1.861828495248581930e+03
-8.262529127721487312e+05 4.067282051764721400e+05 0.000000000000000000e+00 7.725523813483371471e-01 -8.391741419926563861e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.520000000000000018e+00 1.211337429444040437e+00 2.849576206800334077e+00 2.323549415795747308e-01 3.618990241382834938e+02 1.103951820382705364e+03
7.943410185253582895e+05 -4.502810230992636643e+05 0.000000000000000000e+00 -9.131626329092230598e-01 1.252690477219279064e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.520000000000000018e+00 1.353159946730187801e+00 2.033546425742032149e+00 7.678517031674535476e-01 7.455770486331848588e+02 1.994435298848887896e+03
8.503748602861780673e+05 -2.629193197965509025e+05 0.000000000000000000e+00 -8.312549140338014730e-01 6.596963404402542697e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.530000000000000027e+00 1.093404125387831716e+00 2.561535296114421989e+00 1.113896293545537791e-01 2.065688741547828613e+02 1.699667310429250620e+03
-8.220683317467510933e+05 4.078871955821550218e+05 0.000000000000000000e+00 7.651916405298837542e-01 -8.405014765108620445e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.530000000000000027e+00 1.209101181615731546e+00 2.130658878204920725e+00 2.262222603006827648e-01 2.678071415179392716e+02 9.221670746894935746e+02
-5.158119199742506025e+05 -7.450424189239531988e+05 0.000000000000000000e+00 1.392652465927961103e+00 8.086595242968397379e-01 0.000000000000000000e+00 -5.986104413972868351e+05 1.530000000000000027e+00 1.467863090406583026e+00 2.836549747922408216e+00 8.757489168258641987e-01 6.353346965342552721e+02 7.594420546382951898e+02
8.615708094270284055e+05 -2.939222418435630389e+05 0.000000000000000000e+00 -8.632775713137528228e-01 7.324813151119320409e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.540000000000000036e+00 8.026268726198977355e-01 1.734623002473103526e+00 1.991751517585589326e-01 2.065062924558596933e+02 4.751855669279257199e+03
-8.710093575022582663e+05 2.279851011142855277e+05 0.000000000000000000e+00 9.551895249869818416e-01 -7.105555586336590457e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.540000000000000036e+00 8.811859860459437810e-01 2.365924169356357964e+00 2.815129971271466136e-01 4.716859487807396363e+02 3.963853240051095781e+03
8.598420190415142570e+05 -2.943931996375207091e+05 0.000000000000000000e+00 -8.587319125154941890e-01 7.334448127795328842e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.550000000000000044e+00 8.026733981822983255e-01 1.597076537618287162e+00 1.953153529136498756e-01 2.992833417997853758e+02 4.744271725819491621e+03
8.581074332943873014e+05 -2.948654206107833888e+05 0.000000000000000000e+00 -8.541699778968836476e-01 7.344097513591351101e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.560000000000000053e+00 8.027785257371485850e-01 2.867385929194688821e+00 1.914602948812618444e-01 3.931020919458505887e+02 4.743793127444008860e+03
8.618122895544706844e+05 -2.534085532701923221e+05 0.000000000000000000e+00 -7.664338348877408613e-01 5.899448114586637315e-01 0.000000000000000000e+00 -4.489578310479650972e+05 1.560000000000000053e+00 1.023345126090895452e+00 1.814221341277414190e+00 1.915463947544939968e-02 6.663033676841596389e+02 1.242388970206279510e+03
8.563669958923835075e+05 -2.953389154589790851e+05 0.000000000000000000e+00 -8.495916056296628494e-01 7.353761343930513839e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.570000000000000062e+00 8.028375576321387097e-01 2.400375730845168754e+00 1.876100254228681152e-01 4.879760786489359816e+02 4.750503330000475216e+03
8.599775205724937841e+05 -2.541295924948082247e+05 0.000000000000000000e+00 -7.619491154705340108e-01 5.913332178061893041e-01 0.000000000000000000e+00 -4.489578310479650972e+05 1.570000000000000062e+00 1.021123935895503987e+00 1.835507377794438177e+00 1.584295006187316432e-02 3.683817984515162607e+02 1.126736163721812545e+03
8.546206496364292689e+05 -2.958136950342366472e+05 0.000000000000000000e+00 -8.449966312568419902e-01 7.363439653742314128e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.580000000000000071e+00 8.028905846855868278e-01 2.068680528007000419e+00 1.837645930963397456e-01 5.839191055398750905e+02 4.764460670809362455e+03
8.528683364010984078e+05 -2.962897703484623926e+05 0.000000000000000000e+00 -8.403848876332622453e-01 7.373132477436563637e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.590000000000000080e+00 8.029395204298392930e-01 1.839722141867694560e+00 1.799240472746074793e-01 6.809453171597342589e+02 4.785697775453581016e+03
-4.162521360035670805e+05 -7.630505358090959489e+05 0.000000000000000000e+00 1.340699097579945542e+00 9.271564382495953716e-01 0.000000000000000000e+00 -5.611972888099564007e+05 1.590000000000000080e+00 1.510944843031032603e+00 1.848816551198155800e+00 8.894722220522391920e-01 7.915882869943598052e+02 3.210162929356958443e+02
8.511099971150257625e+05 -2.967671525766081177e+05 0.000000000000000000e+00 -8.357562048626901996e-01 7.382839848862196019e-01 0.000000000000000000e+00 -4.115446784606347210e+05 1.600000000000000089e+00 8.029853158186974760e-01 1.672433963825782577e+00 1.760884381630993256e-01 7.790691607587614271e+02 4.814221432249972167e+03
-3.681886628302081372e+05 -8.051732268155848142e+05 0.000000000000000000e+00 1.273897356198076425e+00 1.015979261896768904e+00 0.000000000000000000e+00 -5.611972888099564007e+05 1.650000000000000133e+00 1.552227972155273639e+00 1.799327860602701890e+00 8.960765017704567237e-01 5.686207837248884971e+02 9.089280685444720120e+02
-8.801015990880543832e+05 8.865249099307588767e+04 0.000000000000000000e+00 1.021578075568737143e+00 -5.811369734989046965e-01 0.000000000000000000e+00 -8.230893569212694420e+05 1.689999999999999947e+00 9.320958001399692883e-01 2.336316066331263208e+00 2.557291622623579230e-01 6.283579369625467734e+02 3.478802369253213783e+03
