# r0x r0y r0z v0x v0y v0z t0_days Cj DE DV Emax h_perigeo h_min_periluneo
3.432333706612303104e+02 -1.145975738607938183e+04 0.000000000000000000e+00 6.719569275752212079e+00 -3.345553300287619880e+00 0.000000000000000000e+00 -1.462595320717117866e+05 8.699999999999999956e-01 2.755973819328320085e-01 2.174975077423439984e+00 2.747074217933452231e-02 4.156376711819584671e+02 1.677824067825351813e+04
1.729670531537656188e+03 -1.223554691487186574e+04 0.000000000000000000e+00 6.549292723077705602e+00 -2.976929471190510323e+00 0.000000000000000000e+00 -1.462595320717117866e+05 8.800000000000000044e-01 2.759956080878965823e-01 2.082247268095771986e+00 2.379068116574807254e-02 4.978555957912176382e+02 1.677045418534125201e+04
3.082415959365587696e+03 -1.294437372245583538e+04 0.000000000000000000e+00 6.383129415443059784e+00 -2.672817201060405434e+00 0.000000000000000000e+00 -1.462595320717117866e+05 8.900000000000000133e-01 2.764903820017950431e-01 2.000722567011775865e+00 2.021013066407865641e-02 5.807728110926245790e+02 1.676371255136122636e+04
4.403034715317916380e+03 -1.359818496544758273e+04 0.000000000000000000e+00 6.224342799873799237e+00 -2.418352662122319696e+00 0.000000000000000000e+00 -1.462595320717117866e+05 9.000000000000000222e-01 2.769874050072648752e-01 1.928421064226247594e+00 1.663475595511120994e-02 6.643946471910403488e+02 1.675802405135162917e+04
5.693481387320934118e+03 -1.420618580742866834e+04 0.000000000000000000e+00 6.074206860776095951e+00 -2.202695532906018272e+00 0.000000000000000000e+00 -1.462595320717117866e+05 9.100000000000000311e-01 2.773935078609223170e-01 1.863770958741755912e+00 1.297138170433063606e-02 7.487265041194286823e+02 1.675339686761799385e+04
-9.886066901159751069e+03 -1.912513267923688090e+03 0.000000000000000000e+00 4.706499749088766116e+00 -9.808564305704884134e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.300000000000000488e-01 3.554802815615294431e-01 3.165690310702451882e+00 7.274502598475078574e-02 2.047479308666988800e+02 1.271106690281629380e+04
-8.672413778771857324e+03 -4.114404084834397509e+03 0.000000000000000000e+00 6.050115472632288771e+00 -8.436773156065909163e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.400000000000000577e-01 3.560192342292065049e-01 3.019358415204899337e+00 6.925771948855793947e-02 2.896277503742003319e+02 1.271741976978752791e+04
5.888324948189729184e+03 1.913310004723336169e+04 0.000000000000000000e+00 3.990561382271046398e+00 4.661770973901750992e+00 0.000000000000000000e+00 -1.286333833348644665e+06 9.500000000000000666e-01 1.037818216180872666e+00 1.715541018493049741e+00 3.519224003071721452e-01 7.655147569704076886e+02 2.229445985441313951e+03
-7.225772430887359405e+03 -5.988037465559842531e+03 0.000000000000000000e+00 6.732671274037381082e+00 -7.060468190542889211e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.500000000000000666e-01 3.565598498043534570e-01 2.834955687146549330e+00 6.577584073112641150e-02 3.752693748778829104e+02 1.272520758034128630e+04
-2.448721493217400621e+03 2.836885761718051072e+03 0.000000000000000000e+00 1.438036821003489507e+00 9.778698872310341628e+00 0.000000000000000000e+00 -1.282583588936549379e+06 9.599999999999999645e-01 1.043901049331007691e+00 2.842221525501028800e+00 3.562858380489424270e-01 5.141506400964699424e+02 2.290561362525598724e+03
-5.676270894454142763e+03 -7.566814094878643118e+03 0.000000000000000000e+00 6.982373926475505144e+00 -5.898877452382902398e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.599999999999999645e-01 3.569932763562039812e-01 2.653359763301266661e+00 6.219044529800552695e-02 4.616787928104522507e+02 1.273443817103680522e+04
2.406027793003004717e+03 1.330931378462732573e+04 0.000000000000000000e+00 4.120198836069246973e+00 6.020351772933381973e+00 0.000000000000000000e+00 -1.275083100112359039e+06 9.699999999999999734e-01 1.050052369751334425e+00 2.066799798918394160e+00 3.606994715333317059e-01 2.665002712474934015e+02 2.356985964541627254e+03
-4.099378774123347284e+03 -8.908461302554827853e+03 0.000000000000000000e+00 6.999685783939193939e+00 -4.978054014787227644e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.699999999999999734e-01 3.575375771870891728e-01 2.490411909831252935e+00 5.871950672253110903e-02 5.488620646623558059e+02 1.274511903163350144e+04
-2.532945065519993932e+03 -1.006600638488083860e+04 0.000000000000000000e+00 6.903911168069132742e+00 -4.257931089221968612e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.799999999999999822e-01 3.579762066666186682e-01 2.348861869703843475e+00 5.514643950572546000e-02 6.368253365392347405e+02 1.275725730010839106e+04
-9.942652133136193697e+02 -1.108093540336843944e+04 0.000000000000000000e+00 6.757553539094357298e+00 -3.691076248996396636e+00 0.000000000000000000e+00 -1.500097764838069561e+05 9.899999999999999911e-01 3.585245661357524538e-01 2.226779501713373577e+00 5.168661764505292494e-02 7.255748374229542605e+02 1.277085975822682303e+04
8.077087722531035979e+03 -1.388009979271106022e+04 0.000000000000000000e+00 6.003286380327684135e+00 -1.786739220607204359e+00 0.000000000000000000e+00 -1.500097764838069561e+05 1.000000000000000000e+00 4.902659880904753353e-01 1.799059365550280454e+00 1.709590613729645436e-01 2.194769202422821763e+02 8.807870213740712643e+03
9.397643993969410076e+03 -1.439789593151964255e+04 0.000000000000000000e+00 5.852081467192944864e+00 -1.628446202543503807e+00 0.000000000000000000e+00 -1.500097764838069561e+05 1.010000000000000009e+00 4.907693947158906500e-01 1.742173162574056633e+00 1.675053794559587805e-01 3.088410472730047331e+02 8.837439583616285745e+03
1.068907361016358846e+04 -1.488668532358990342e+04 0.000000000000000000e+00 5.712024623910559207e+00 -1.491736291684951254e+00 0.000000000000000000e+00 -1.500097764838069561e+05 1.020000000000000018e+00 4.911380256489097929e-01 1.690654694188230778e+00 1.639202254859672414e-01 3.990452555468909850e+02 8.869071694323518386e+03
