# x0 y0 z0 v0x v0y v0z Cj E_SOI h_min_periluneo h_perigeo
1.120993416341315774e+00 -4.326108591729191377e-02 0.000000000000000000e+00 3.658400003639425413e-01 2.013175099756744080e-01 0.000000000000000000e+00 3.000000000000005329e+00 3.645433265686465890e-02 9.823252837976591763e+03 3.746400730885671219e+05
9.870231181736002224e-01 -7.862349577572461459e-03 0.000000000000000000e+00 -2.254293060145140970e+00 -9.184713058579152545e-01 0.000000000000000000e+00 1.000000000000027534e-01 6.974341071308717277e-01 8.160772348139386168e+02 2.092708606930152746e+04
1.077067942031408432e+00 -4.743829539381566596e-02 0.000000000000000000e+00 6.143996343371421753e-01 1.936072710896258597e-01 0.000000000000000000e+00 2.800000000000005151e+00 5.567312754465404689e-02 2.601133107693625061e+04 1.574000219780055049e+05
9.878494844133424158e-01 -1.467951181305867867e-02 0.000000000000000000e+00 1.511088022024066557e+00 1.536224657721776965e-01 0.000000000000000000e+00 2.300000000000004263e+00 4.925803353684850561e-01 4.743995609542859029e+02 1.576735944647765064e+04
1.053297976995632101e+00 -7.018491556353008420e-02 0.000000000000000000e+00 3.142648680624438029e-01 3.451832282938228080e-01 0.000000000000000000e+00 3.000000000000005329e+00 7.600593500451412188e-02 3.909935142851149521e+03 2.665861295124233002e+05
9.629371963330506379e-01 -1.946361260052661968e-02 0.000000000000000000e+00 -1.216807614278434313e+00 2.036026819434016422e-01 0.000000000000000000e+00 2.200000000000004619e+00 7.781626933912445809e-02 1.090264287660542550e+03 8.406344178579773143e+03
9.897620360851879795e-01 -7.670825779840157767e-03 0.000000000000000000e+00 1.824734492950606191e+00 3.094835311910343334e-01 0.000000000000000000e+00 2.600000000000004974e+00 3.269388392234974794e-01 1.286139858312081742e+03 2.563880623199819092e+04
9.351330839020434160e-01 -7.815527779853705115e-02 0.000000000000000000e+00 -1.443105147432160340e+00 -1.623080045497400814e+00 0.000000000000000000e+00 -1.499999999999998668e+00 1.849827311812150821e-02 6.927036848833215572e+02 3.566760059485257952e+05
1.066601265051238423e+00 -4.187306452530516199e-02 0.000000000000000000e+00 5.182367757229259242e-01 2.708680697985568764e-01 0.000000000000000000e+00 2.900000000000005684e+00 5.281093409397812077e-02 2.595909008413466654e+04 4.746097572972308990e+04
9.247238641227932820e-01 -2.297584680535048537e-02 0.000000000000000000e+00 -1.081380212388253215e+00 2.370475340673714182e-01 0.000000000000000000e+00 2.100000000000004974e+00 3.453818505622319179e-02 8.702507322736048081e+03 3.817068412899543910e+04
1.078002532160030613e+00 -2.756255272317018751e-02 0.000000000000000000e+00 3.747591793458293075e-01 3.031732458456034562e-01 0.000000000000000000e+00 3.000000000000005329e+00 1.268482248440387650e-02 2.735240407295525074e+04 3.103700345074773650e+05
9.834371200479715691e-01 -1.039487902903535668e-02 0.000000000000000000e+00 1.590683934972342728e+00 2.706918468882616446e-01 0.000000000000000000e+00 2.500000000000005329e+00 5.200833425695235990e-01 1.504875533008181492e+03 1.584877527722746308e+05
9.798124080131358493e-01 -1.805156914954163250e-02 0.000000000000000000e+00 -1.812515031309952285e+00 -9.467521191164048888e-01 0.000000000000000000e+00 2.664535259100375697e-15 2.715061333225891049e-01 2.458803149546971781e+03 3.025584170792943041e+04
9.951082179430941199e-01 -8.650621761765599216e-03 0.000000000000000000e+00 1.464402317450790303e+00 3.989684776099807761e-01 0.000000000000000000e+00 2.800000000000005151e+00 7.788125972976596423e-02 1.898855747955935840e+03 4.737415235891932389e+04
1.031029951811933021e+00 -5.146047715216761631e-02 0.000000000000000000e+00 1.404944251476273331e+00 -1.394692793616828297e+00 0.000000000000000000e+00 -5.999999999999978684e-01 6.294293800811172346e-02 5.582322083073954673e+02 2.063101498085255153e+05
1.018050998298827281e+00 -5.231055651515689048e-02 0.000000000000000000e+00 1.424279199400147800e+00 -1.388603389590503223e+00 0.000000000000000000e+00 -5.999999999999978684e-01 7.683812165123281301e-02 4.392146172251854296e+03 1.010736738981601666e+05
9.768001840734020780e-01 -1.838912385009134481e-02 0.000000000000000000e+00 -1.159138882744803700e+00 3.755515150116732204e-01 0.000000000000000000e+00 2.600000000000004974e+00 3.907805291977937967e-02 8.801650380304075725e+02 8.740128662118558714e+04
9.822031920608097488e-01 -9.779665228974106922e-03 0.000000000000000000e+00 -1.584258526564376712e+00 3.061227738922885910e-01 0.000000000000000000e+00 2.500000000000005329e+00 1.375880001995526125e-01 2.194758168084129466e+03 5.406914224464750441e+04
1.012687251401514166e+00 -9.269580834641430456e-02 0.000000000000000000e+00 1.332379861604251259e+00 -1.389998746783801531e+00 0.000000000000000000e+00 -4.999999999999977796e-01 5.193554507451394325e-02 6.935070112760987513e+02 2.480255161577620311e+05
9.990631345435585509e-01 -2.404775030842144085e-02 0.000000000000000000e+00 1.544910012570892333e+00 -1.637391066459032540e+00 0.000000000000000000e+00 -1.199999999999998401e+00 1.755789507569580632e-01 9.746165812005265252e+02 2.735413404495109571e+05
1.103985187084762787e+00 -5.415496754089518111e-02 0.000000000000000000e+00 3.525356647982813563e-01 2.347788645501176497e-01 0.000000000000000000e+00 3.000000000000005329e+00 4.762192152745738788e-02 4.724771614810860228e+03 3.784219760350334109e+05
9.900088168370497765e-01 -9.353096297847973695e-03 0.000000000000000000e+00 1.777417516818796894e+00 1.547165059273135079e-01 0.000000000000000000e+00 2.300000000000004263e+00 4.671336350767233414e-01 1.894076842407974027e+03 2.962437210762433824e+04
1.075402686035148658e+00 -1.701861839724369552e-02 0.000000000000000000e+00 9.192411529291795169e-01 2.564175769465520602e-02 0.000000000000000000e+00 2.400000000000004796e+00 3.245706615258858729e-02 5.393968030692491993e+03 1.479441536748484941e+04
9.746365274333542716e-01 -1.232128171632682762e-02 0.000000000000000000e+00 1.776917037579734293e+00 -1.356364175554087392e+00 0.000000000000000000e+00 -6.999999999999979572e-01 5.085364562920517972e-01 1.325688856185892064e+03 2.615890618409537710e+05
1.007427206893586114e+00 -2.694642326580957634e-02 0.000000000000000000e+00 1.331226063606567145e+00 -1.007591091386644822e-01 0.000000000000000000e+00 1.900000000000003908e+00 1.745551574324153143e-01 7.468502951385573397e+03 1.086724354763660813e+04
1.012987057459204809e+00 -2.185175886965482275e-02 0.000000000000000000e+00 7.888473420658940194e-01 4.009350535724996445e-01 0.000000000000000000e+00 2.900000000000005684e+00 3.446782935740502762e-02 9.552954409730693442e+03 1.133227046085471957e+05
1.114628512914315195e+00 -4.614379270354055512e-02 0.000000000000000000e+00 6.028811951978124695e-01 1.145267703259446046e-01 0.000000000000000000e+00 2.800000000000005151e+00 3.919145764508288193e-02 6.408045304112022677e+03 8.464905963529749715e+04
1.062103887164900229e+00 -1.443359376168444966e-02 0.000000000000000000e+00 7.409572800146849714e-01 1.986927365732114870e-01 0.000000000000000000e+00 2.700000000000004619e+00 2.655882434507494949e-02 9.339766404665977461e+03 1.205144972793946799e+05
9.747734448800823293e-01 -9.853502549592357829e-03 0.000000000000000000e+00 -1.725978750392181960e+00 -2.393104013692556875e-01 0.000000000000000000e+00 1.400000000000003908e+00 2.187075919702782811e-01 4.277023602321855833e+02 1.059085558304678489e+04
9.499279321231836049e-01 -3.792155229015879009e-02 0.000000000000000000e+00 -1.586945741484123262e+00 -6.249123268875592663e-01 0.000000000000000000e+00 5.000000000000031086e-01 1.060667494016554607e-01 2.979939989214634011e+02 5.441320876083086478e+04
1.004072954908137749e+00 -3.479134475077130112e-02 0.000000000000000000e+00 7.169633059677161802e-01 4.139967558820782378e-01 0.000000000000000000e+00 2.900000000000005684e+00 9.187767318254554116e-02 1.293052384557773257e+04 2.395169355038560752e+05
1.113260496413450706e+00 -3.360377938739882858e-02 0.000000000000000000e+00 5.024515524049667503e-01 1.730390889076756922e-01 0.000000000000000000e+00 2.900000000000005684e+00 3.273300758213788103e-02 1.951215978550422960e+03 9.579842158725662739e+04
9.825595669517481756e-01 -5.875048535259978603e-03 0.000000000000000000e+00 -1.853402853844376086e+00 3.006749136182774729e-01 0.000000000000000000e+00 2.500000000000005329e+00 9.339119553589431133e-02 4.777434193850717179e+02 1.344700506382406820e+04
1.072424458872674791e+00 -3.765520468853154196e-02 0.000000000000000000e+00 7.888418357820654592e-01 1.107619877516892309e-01 0.000000000000000000e+00 2.600000000000004974e+00 5.007890092786688313e-02 2.485200053366653265e+03 3.258883436384904053e+04
1.045045502099300805e+00 -7.063119960551858534e-02 0.000000000000000000e+00 3.102277325327047475e-01 3.645576910472389520e-01 0.000000000000000000e+00 3.000000000000005329e+00 7.073003734561296441e-02 5.195597107361841154e+03 2.930071894894673023e+05
1.005739786696549398e+00 -7.175408329267982110e-02 0.000000000000000000e+00 1.391191409916756161e+00 -1.358686261985491139e+00 0.000000000000000000e+00 -4.999999999999977796e-01 7.077926950370676262e-02 4.241174122513694783e+03 2.439516477844316978e+05
9.789722722185957293e-01 -3.560455341364206217e-02 0.000000000000000000e+00 -9.318995906958253972e-01 3.815485743124838458e-01 0.000000000000000000e+00 2.600000000000004974e+00 7.010674833266285211e-02 1.212524274631656044e+04 2.051958259435464279e+05
9.968827038738684587e-01 -1.564599506155104486e-02 0.000000000000000000e+00 1.096868745693586389e+00 4.401906792766386300e-01 0.000000000000000000e+00 2.900000000000005684e+00 2.868628849461736866e-02 5.080965733790291779e+03 2.496469342814040428e+05
1.029005523300065228e+00 -2.881776867133534897e-02 0.000000000000000000e+00 1.233012311153370177e+00 -1.411221718803295222e-01 0.000000000000000000e+00 1.900000000000003908e+00 9.048059587871869203e-02 6.520233551614393946e+03 1.430165241115694516e+04
9.476007192932338619e-01 -2.714813486590363784e-02 0.000000000000000000e+00 -1.361146247174931601e+00 -6.514511996916567960e-02 0.000000000000000000e+00 1.600000000000004086e+00 1.048363694034446930e-01 6.044096379011787576e+03 1.049512152659964158e+03
1.128482632381187623e+00 -1.726757932162504769e-02 0.000000000000000000e+00 8.222270360032942760e-01 -3.364614603421437616e-02 0.000000000000000000e+00 2.500000000000005329e+00 2.339652176052195443e-02 8.288737554294492611e+02 1.194590815923033369e+05
9.921413583066239772e-01 -1.403808696204357498e-02 0.000000000000000000e+00 1.721853163329468916e+00 -1.772643638394943322e+00 0.000000000000000000e+00 -1.499999999999998668e+00 3.189935084959457656e-01 4.402677421215115032e+02 3.261872142396670533e+05
9.604939388162200276e-01 -3.378128547335138010e-02 0.000000000000000000e+00 -1.622275754505571044e+00 -1.216964703402602543e+00 0.000000000000000000e+00 -5.999999999999978684e-01 1.259347493998230760e-01 1.168373826375920089e+03 2.137913385927549389e+05
9.773515229066376264e-01 -2.251295110237146180e-02 0.000000000000000000e+00 -1.205419941253359273e+00 2.777043075482356627e-01 0.000000000000000000e+00 2.400000000000004796e+00 1.430407289559989803e-01 7.485501327653017142e+03 5.673309420006715663e+04
9.777468599777023872e-01 -1.497775666782296539e-02 0.000000000000000000e+00 -1.842528774537712133e+00 -9.497512554259132100e-01 0.000000000000000000e+00 2.664535259100375697e-15 2.616201274178364122e-01 9.502031986918467510e+02 8.268347461509339337e+04
9.056278416596662550e-01 -2.992623057480750526e-02 0.000000000000000000e+00 -1.093487736896047169e+00 2.337235998526864811e-01 0.000000000000000000e+00 2.000000000000004441e+00 4.194632053937601829e-02 1.183154960341113838e+04 5.272641315324282914e+04
9.833149855018024077e-01 -6.475935582090182850e-03 0.000000000000000000e+00 -1.887661818158304694e+00 2.494359198196559324e-01 0.000000000000000000e+00 2.400000000000004796e+00 1.888154833357111317e-01 7.190989972137244877e+02 5.873126706789962191e+04
9.912055302514084509e-01 -2.118923949340807689e-02 0.000000000000000000e+00 1.328414585751193311e+00 1.401470370019674005e-01 0.000000000000000000e+00 2.300000000000004263e+00 3.675022913438579786e-01 6.494097661916709512e+03 1.139214536450039595e+05
1.047523280162375281e+00 -6.399231136966682110e-02 0.000000000000000000e+00 3.323033791132287140e-01 3.602164337956593743e-01 0.000000000000000000e+00 3.000000000000005329e+00 6.344194959887661245e-02 8.963982818796101128e+03 4.061712201224538730e+05
9.821091939890649325e-01 -3.624276736095629475e-02 0.000000000000000000e+00 8.023576866821294784e-01 4.124473453630921882e-01 0.000000000000000000e+00 2.800000000000005151e+00 1.963586054938536996e-01 8.428249526681398493e+03 2.487306005256902718e+05
8.595372911297797236e-01 -4.169115886467313764e-02 0.000000000000000000e+00 -1.335771609361197765e+00 1.762268950855034461e-02 0.000000000000000000e+00 1.400000000000003908e+00 6.375472770429775615e-02 4.687456510193509530e+03 2.593974044263921314e+03
1.109568894616890899e+00 -6.201913719615981951e-02 0.000000000000000000e+00 6.835355528824801352e-01 6.544722895507909532e-02 0.000000000000000000e+00 2.700000000000004619e+00 4.547966125007273097e-02 2.961016497430458548e+04 2.236478490986008837e+05
1.124967082431407084e+00 -4.192105668203766067e-02 0.000000000000000000e+00 3.684869670168393063e-01 1.931117175019854693e-01 0.000000000000000000e+00 3.000000000000005329e+00 3.516177164018497586e-02 4.019399913140329772e+03 3.878409285188221838e+05
1.027645259145523626e+00 -3.843033294361836855e-02 0.000000000000000000e+00 1.306105018706818166e+00 -2.994474183810571510e-01 0.000000000000000000e+00 1.600000000000004086e+00 9.476532732406414694e-02 8.652388076434055620e+03 2.195724950679433459e+04
1.030915495181518704e+00 -2.587666988921407188e-02 0.000000000000000000e+00 7.388310637760053812e-01 3.079060831780129903e-01 0.000000000000000000e+00 2.800000000000005151e+00 6.008346822965443534e-02 1.259072167904180242e+04 1.244906704808148934e+05
1.062156861686928355e+00 -3.154161031122312830e-02 0.000000000000000000e+00 8.722052009599298161e-01 8.785629956958085351e-02 0.000000000000000000e+00 2.500000000000005329e+00 5.149370050923225695e-02 1.246497506829095073e+04 1.027741228917576809e+05
1.017682564801104528e+00 -2.415835215903283303e-02 0.000000000000000000e+00 1.565104973810816924e+00 -8.588845048880214827e-01 0.000000000000000000e+00 4.000000000000030198e-01 1.066240325872906403e-01 1.868617452362931317e+02 3.246454823120371293e+04
1.032158154978596087e+00 -3.851693969264328304e-02 0.000000000000000000e+00 1.479009378254179774e+00 -9.919031512960391206e-01 0.000000000000000000e+00 2.000000000000028422e-01 7.134840399645113462e-02 7.216894951661216737e+02 8.369445697197930713e+04
9.773783314324446803e-01 -1.675734767420179738e-02 0.000000000000000000e+00 -1.306683302398553348e+00 2.725120113449484016e-01 0.000000000000000000e+00 2.400000000000004796e+00 1.324410659861776640e-01 1.206768066880254992e+03 2.852835245991552074e+04
9.934917062609092131e-01 -7.765852142278455682e-03 0.000000000000000000e+00 1.708827027613507799e+00 2.512788194656126461e-01 0.000000000000000000e+00 2.500000000000005329e+00 2.542892346900469391e-01 1.256961844156872075e+03 1.859509274549657857e+04
9.863410138294541607e-01 -7.760408400315243517e-03 0.000000000000000000e+00 -2.244709165105420290e+00 -7.659713517399548977e-01 0.000000000000000000e+00 4.000000000000030198e-01 6.650104943621825138e-01 7.488675406695369929e+02 2.415804045288987982e+04
1.027045862306758428e+00 -3.407289147317969780e-02 0.000000000000000000e+00 1.058709524451016515e+00 5.641670171071559020e-02 0.000000000000000000e+00 2.300000000000004263e+00 1.044159389458476916e-01 1.133835802964570030e+04 1.245419631703074992e+04
9.834286967877902130e-01 -6.554087183727751870e-03 0.000000000000000000e+00 -1.853514560903219088e+00 2.999435945558729943e-01 0.000000000000000000e+00 2.500000000000005329e+00 1.377759489618881616e-01 8.126567148214285226e+02 1.513261076248955796e+05
9.746414734331988461e-01 -1.690548313194901661e-02 0.000000000000000000e+00 -1.717875103310086748e+00 -4.834293443869642215e-01 0.000000000000000000e+00 9.000000000000034639e-01 2.445079423665832419e-01 2.391836226064879156e+03 2.278536035172122865e+03
1.032107647882294810e+00 -8.323749934368324110e-02 0.000000000000000000e+00 1.126866210233078425e+00 -1.856368575002857346e+00 0.000000000000000000e+00 -1.499999999999998668e+00 4.426242281174106591e-02 1.062675329059145042e+03 3.700788774690192076e+05
1.039523620430663486e+00 -2.409604535341985238e-02 0.000000000000000000e+00 1.373337305342498205e+00 -4.466295577176738196e-01 0.000000000000000000e+00 1.300000000000004263e+00 6.368780965346405865e-02 2.886805670287272960e+02 6.613037493995814657e+03
9.893579549972306708e-01 -7.760408400315242650e-03 0.000000000000000000e+00 1.892590728490822771e+00 2.086437319422971837e-01 0.000000000000000000e+00 2.400000000000004796e+00 4.639019908742318954e-01 1.284396087949238790e+03 1.244666726656220708e+05
1.049796816611558992e+00 -6.879948239962076217e-02 0.000000000000000000e+00 3.173630979789638928e-01 3.537435552326499422e-01 0.000000000000000000e+00 3.000000000000005329e+00 7.231204286916086132e-02 2.676401488789686027e+03 2.551287295488236123e+05
1.024867554127445013e+00 -4.111273149930201598e-02 0.000000000000000000e+00 1.487188272365241870e+00 -9.398152263149819330e-01 0.000000000000000000e+00 3.000000000000029310e-01 8.302111610866583224e-02 3.610734907451419531e+03 8.291226111028724699e+04
1.001101361614879393e+00 -2.492315616845011336e-02 0.000000000000000000e+00 1.124760029998700395e+00 2.189012407557341944e-01 0.000000000000000000e+00 2.500000000000005329e+00 2.218479045873343325e-01 8.459142772326940758e+03 1.210599444024550903e+05
9.834371200479715691e-01 -1.039487902903535668e-02 0.000000000000000000e+00 -2.031727997379313866e+00 -7.587033686599264914e-01 0.000000000000000000e+00 4.000000000000030198e-01 4.543971020043754971e-01 1.068069845708627554e+03 2.980396758176491858e+04
1.067845058394345292e+00 -7.725082782770331669e-02 0.000000000000000000e+00 5.929253826104516900e-01 1.947241901635606565e-01 0.000000000000000000e+00 2.800000000000005151e+00 8.198966468678461905e-02 3.643611204709977028e+04 2.917088678446234553e+05
9.822616342819547874e-01 -2.420363803322088045e-02 0.000000000000000000e+00 -1.093083841678147206e+00 3.675526547787470455e-01 0.000000000000000000e+00 2.600000000000004974e+00 1.000075832968335965e-01 7.734768471548381058e+03 1.567865122612781415e+05
9.061014293660153429e-01 -5.939343857360639134e-02 0.000000000000000000e+00 -1.571118250996684784e+00 -5.862845464044605936e-01 0.000000000000000000e+00 4.000000000000030198e-01 5.831156663134653972e-02 2.545909809275262319e+02 3.713699703433522955e+05
1.046123459778395937e+00 -4.552861935212283023e-02 0.000000000000000000e+00 5.397649850620374057e-01 3.144734917295192722e-01 0.000000000000000000e+00 2.900000000000005684e+00 7.256295359478387441e-02 4.382212186487654435e+02 2.771107960425693891e+05
1.050126862252567239e+00 -4.865642016231437605e-02 0.000000000000000000e+00 1.116906697572573215e+00 -1.518659900428962206e-01 0.000000000000000000e+00 2.000000000000004441e+00 6.867407815505369162e-02 1.341585241698060963e+04 6.625749923113260593e+04
1.007043485197848698e+00 -3.324498455928184826e-02 0.000000000000000000e+00 8.910274852900373910e-01 3.030018061950068287e-01 0.000000000000000000e+00 2.700000000000004619e+00 1.728536823696271152e-01 1.912803211260781836e+03 7.963355500093004957e+04
1.026518316068810943e+00 -6.697638109659923011e-02 0.000000000000000000e+00 3.209737271900672262e-01 4.094195358205451329e-01 0.000000000000000000e+00 3.000000000000005329e+00 8.973799131106756713e-03 6.296111482599873852e+03 2.663162255476943683e+05
9.853092055776705438e-01 -1.100315649066718401e-02 0.000000000000000000e+00 -2.031321493265685785e+00 -7.597659166664373354e-01 0.000000000000000000e+00 4.000000000000030198e-01 5.088826803266575105e-01 1.665489814665456151e+03 1.595882345902452653e+04
9.816792882735555503e-01 -7.353353416601900519e-03 0.000000000000000000e+00 -1.805560027889927754e+00 1.523192207010835852e-01 0.000000000000000000e+00 2.200000000000004619e+00 2.224771459409896901e-01 8.860191825041466700e+02 1.463922051025553810e+04
1.080097695934691293e+00 -2.645174899824924430e-02 0.000000000000000000e+00 7.862007438733120690e-01 1.035951543026894794e-01 0.000000000000000000e+00 2.600000000000004974e+00 3.753226961595012429e-02 4.223590229762987292e+03 3.780765685556538665e+04
9.762349051517711374e-01 -1.598609690950607634e-02 0.000000000000000000e+00 -1.397059677303514214e+00 1.731585145814593107e-01 0.000000000000000000e+00 2.200000000000004619e+00 1.689945783698662551e-01 4.452881528623142913e+03 3.320138959247949970e+03
1.030297920269391820e+00 -7.064606085309500794e-02 0.000000000000000000e+00 3.038711499821610817e-01 3.999115418127186516e-01 0.000000000000000000e+00 3.000000000000005329e+00 2.948565749453374574e-02 7.828268865354662921e+03 1.979595603684959933e+05
9.716584235431959815e-01 -1.407467448559353990e-02 0.000000000000000000e+00 -1.731681325809819816e+00 -5.351112334669669846e-01 0.000000000000000000e+00 8.000000000000033751e-01 2.098262147751596973e-01 6.481009449056157337e+02 3.763817647439856228e+04
9.830770318947281705e-01 -1.023455745397160860e-02 0.000000000000000000e+00 -1.998747288439308711e+00 -5.554894327998100012e-01 0.000000000000000000e+00 8.000000000000033751e-01 4.455089495654913079e-01 1.222293025618358115e+03 5.845730385378408755e+03
9.594282076701901030e-01 -3.509735383521449259e-02 0.000000000000000000e+00 -1.113851273470468417e+00 2.265504814301339542e-01 0.000000000000000000e+00 2.200000000000004619e+00 9.112008337784979761e-02 1.290725228241830155e+04 1.009264458649129665e+05
1.053558390353662277e+00 -1.396685911777329966e-02 0.000000000000000000e+00 7.604761047311763278e-01 2.175467296764016789e-01 0.000000000000000000e+00 2.700000000000004619e+00 2.680475785771049141e-02 5.879417236834608048e+03 9.757780449741224584e+04
1.068812652039911271e+00 -5.461034611466165228e-02 0.000000000000000000e+00 3.477647189783600878e-01 3.140547341258835279e-01 0.000000000000000000e+00 3.000000000000005329e+00 5.353704907215220410e-02 1.613611978443379849e+04 2.327917236920265423e+05
1.004146183008667759e+00 -1.874720720606528127e-02 0.000000000000000000e+00 9.964483420484272491e-01 3.711196319205242178e-01 0.000000000000000000e+00 2.800000000000005151e+00 1.007469121092680192e-01 3.905610523104519871e+03 2.066761832610094571e+05
1.024796610324733459e+00 -4.562590073011941333e-02 0.000000000000000000e+00 5.818022260790464140e-01 3.621839985597199996e-01 0.000000000000000000e+00 2.900000000000005684e+00 9.760428510733114293e-02 1.213330386067287009e+03 2.685336288260711008e+05
1.054157775114412665e+00 -2.413424410025998348e-02 0.000000000000000000e+00 6.647874034944944999e-01 2.581442630134691552e-01 0.000000000000000000e+00 2.800000000000005151e+00 3.837511285503024394e-02 1.455064682954654745e+04 1.328640608516145148e+05
1.121930248870658398e+00 -5.969660248449432105e-02 0.000000000000000000e+00 3.611833896075413164e-01 1.926567282636378331e-01 0.000000000000000000e+00 3.000000000000005329e+00 4.700306552097557183e-02 1.867674627378113883e+03 2.632087831819831044e+05
9.832026554681096986e-01 -6.395811347740517315e-03 0.000000000000000000e+00 -1.853479851430410275e+00 3.001681674707644132e-01 0.000000000000000000e+00 2.500000000000005329e+00 1.266423912611736868e-01 7.354308259138421136e+02 3.481023358546319650e+04
9.830770318947281705e-01 -1.023455745397160860e-02 0.000000000000000000e+00 1.504456367955395502e+00 3.743932022809737248e-01 0.000000000000000000e+00 2.700000000000004619e+00 2.120792501064270308e-01 1.021223841932011055e+03 7.798381206554568780e+04
9.642974468758638285e-01 -2.355203753747862894e-02 0.000000000000000000e+00 -1.670981776011980724e+00 -7.685068973389053149e-01 0.000000000000000000e+00 3.000000000000029310e-01 1.448637258571987274e-01 1.587402514168629523e+03 4.890949829837399739e+04
1.023562331336972386e+00 -1.819660438148824541e-02 0.000000000000000000e+00 9.534313922636253880e-01 2.292384317236547675e-01 0.000000000000000000e+00 2.600000000000004974e+00 6.980055080608436879e-02 6.756223744594445634e+03 2.634055134080921198e+04
1.120794237132806570e+00 -3.812129440315202566e-02 0.000000000000000000e+00 3.670129963276025364e-01 2.037626772817463516e-01 0.000000000000000000e+00 3.000000000000005329e+00 3.277576607939704234e-02 3.863747806879910786e+04 8.824409038822361617e+04
9.893579549972306708e-01 -7.760408400315242650e-03 0.000000000000000000e+00 1.859602806350573179e+00 2.594403111725385735e-01 0.000000000000000000e+00 2.500000000000005329e+00 4.092654937521261749e-01 1.294380100386681988e+03 5.383978130676650471e+04
1.021909500794762948e+00 -4.359483295975834921e-02 0.000000000000000000e+00 1.434149201374499194e+00 -1.427446394239607397e+00 0.000000000000000000e+00 -6.999999999999979572e-01 7.819517508562229269e-02 6.141425287541105718e+02 2.633020463350938517e+05
1.023730879178703645e+00 -4.430983236825629390e-02 0.000000000000000000e+00 5.902178489222538182e-01 3.651929226995009881e-01 0.000000000000000000e+00 2.900000000000005684e+00 9.601553542752078174e-02 1.993911241400311701e+04 7.900690220250166021e+04
1.083253850434733767e+00 -4.247676045639840053e-02 0.000000000000000000e+00 9.521196053202313214e-01 -6.063780528932487951e-02 0.000000000000000000e+00 2.300000000000004263e+00 4.438253987172138815e-02 3.161553766351011063e+02 4.112113974582744413e+04
1.077366105850855460e+00 -5.378701257019986165e-02 0.000000000000000000e+00 3.471375485709093378e-01 2.949022972121889130e-01 0.000000000000000000e+00 3.000000000000005329e+00 5.187631043350988264e-02 6.405071565858200302e+03 3.889595970793357701e+05
9.447928294652020442e-01 -2.904208046926625916e-02 0.000000000000000000e+00 -1.184389786803041966e+00 1.491546146981614085e-01 0.000000000000000000e+00 2.000000000000004441e+00 7.289213656636360505e-02 9.450083593117598866e+03 7.508665551777690780e+03
9.758034109532115474e-01 -2.364175032293953926e-02 0.000000000000000000e+00 -1.529272031350391581e+00 -1.707275869044900807e-01 0.000000000000000000e+00 1.500000000000003553e+00 2.365168957678036865e-01 6.308054538357571801e+03 1.103585259773083089e+04
9.493325447206991674e-01 -4.430867056525372716e-02 0.000000000000000000e+00 -1.575375093028733353e+00 -1.299220983835854160e+00 0.000000000000000000e+00 -7.999999999999980460e-01 5.809460309733279759e-01 4.841540219355574663e+02 2.461391275462108315e+05
9.883125623194223275e-01 -2.652971547137248851e-02 0.000000000000000000e+00 1.022380677254351777e+00 3.494956940312617943e-01 0.000000000000000000e+00 2.700000000000004619e+00 2.906812365290210032e-01 7.718013727056443713e+03 2.163007833488826000e+05
9.870128658796962773e-01 -9.562593597034811654e-03 0.000000000000000000e+00 1.776872956308297891e+00 1.608111210338131480e-01 0.000000000000000000e+00 2.300000000000004263e+00 5.934448109979625352e-01 1.858612533970430150e+03 6.388253896975479438e+04
9.870231181736002224e-01 -7.862349577572461459e-03 0.000000000000000000e+00 -2.229944235795543239e+00 -1.323924259897491629e+00 0.000000000000000000e+00 -6.999999999999979572e-01 6.488535283308272117e-01 5.242431154384103138e+02 1.149966168272584182e+05
9.958865608135489822e-01 -1.805156914954163597e-02 0.000000000000000000e+00 1.108999215592198384e+00 3.894669715176223845e-01 0.000000000000000000e+00 2.800000000000005151e+00 1.470114227830738862e-01 5.816278525289888421e+03 1.243702649005352287e+05
9.886861029469885542e-01 -9.562593597034811654e-03 0.000000000000000000e+00 1.669451606175918146e+00 3.099508109702345804e-01 0.000000000000000000e+00 2.600000000000004974e+00 3.592867578160798270e-01 1.923064202366522295e+03 6.937322936633325298e+04
9.724391930294979947e-01 -2.564703176717518518e-02 0.000000000000000000e+00 -1.071646882933335432e+00 3.405753384329237576e-01 0.000000000000000000e+00 2.500000000000005329e+00 7.103918266254322100e-02 9.269102247815830196e+03 2.741600098101329786e+04
9.777460269697643147e-01 -2.269273696185261299e-02 0.000000000000000000e+00 -1.665447921510698315e+00 -1.502137202757347190e+00 0.000000000000000000e+00 -1.099999999999998312e+00 9.773714067095382041e-02 1.479447454829682783e+03 2.095675902347713709e+05
1.000297778925708370e+00 -4.341236208361039933e-02 0.000000000000000000e+00 6.436163967562551491e-01 4.194539077016682938e-01 0.000000000000000000e+00 2.900000000000005684e+00 1.071234787445822512e-01 1.447493569025996476e+04 2.768926899032947258e+05
9.823747307108801063e-01 -9.876717127590991727e-03 0.000000000000000000e+00 -1.696987030536979857e+00 1.543229839387346980e-01 0.000000000000000000e+00 2.200000000000004619e+00 2.687024966252687941e-01 2.015171668377569631e+03 2.159375868753734539e+04
