# t_departure_s x_departure_km y_departure_km z_departure_km vx_departure_km_s vy_departure_km_s vz_departure_km_s t_maneuver_s dx_maneuver_km dy_maneuver_km dz_maneuver_km dvx_maneuver_km_s dvy_maneuver_km_s dvz_maneuver_km_s tof_s DV1_km_s DV2_km_s DVtotal_km_s E_SOI_km2_s2 h_moon_km
-2.472264385579596739e+06 2.004835361729014949e+03 2.668951744839695039e+03 0.000000000000000000e+00 2.081070078762305986e+00 -1.076109435396347713e+01 0.000000000000000000e+00 -1.620621296859437833e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.110841345631325278e-01 5.993187744144874429e-01 0.000000000000000000e+00 8.516430887201587902e+05 3.164008404561378107e+00 6.095266018126882512e-01 3.773535006374066469e+00 2.518558242134746328e-01 1.244918738392825617e+02
-3.076511473880725913e+06 -3.070488504743301746e+03 -2.511230079451925121e+02 0.000000000000000000e+00 7.684908010155146130e+00 -7.808356217111768416e+00 0.000000000000000000e+00 -1.630750179964809213e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.612763696348650244e-01 1.834695122370988696e-01 0.000000000000000000e+00 1.445761293915916700e+06 3.181875516214913269e+00 2.442767474057254418e-01 3.426152263620638738e+00 2.507818325744178289e-01 9.057566194721588545e+03
-1.757645620622358285e+06 -6.200337481371392641e+03 -6.470844841014981284e+03 0.000000000000000000e+00 -3.034266102998476100e+00 1.052526030941726098e+01 0.000000000000000000e+00 -5.323290787600792246e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.559982127340100999e-02 -1.019717640806668824e-01 0.000000000000000000e+00 1.225316541862278944e+06 3.171741484860293614e+00 1.031581072600948751e-01 3.274899592120388281e+00 2.495083756064556124e-01 2.372580768898006681e+03
-2.001719660755597521e+06 -8.592007364360306383e+03 -6.771252978118653118e+03 0.000000000000000000e+00 5.001283609769539673e+00 -9.754141303553778286e+00 0.000000000000000000e+00 -1.150566092006457271e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.010704253910200690e-01 1.891981915231456257e-01 0.000000000000000000e+00 8.511535687491402496e+05 3.165090721532342943e+00 2.145021831225748798e-01 3.379592904654917795e+00 2.482493857649393787e-01 5.877989877800484464e+03
-2.238854540933866054e+06 -1.037974935459919470e+04 1.381146874174161439e+03 0.000000000000000000e+00 4.694982795398805031e+00 9.889323603803111595e+00 0.000000000000000000e+00 -1.238724889405061025e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.529324775395992098e-02 -1.156512465496429137e-01 0.000000000000000000e+00 1.000129651528804796e+06 3.170777634648368704e+00 1.328097098511486218e-01 3.303587344499517187e+00 2.471964657668786758e-01 1.942304439757650243e+03
-1.380512334375432692e+06 9.662112717623317621e+02 -8.226782478779703524e+03 0.000000000000000000e+00 -9.708078133400320553e+00 5.046132628781517582e+00 0.000000000000000000e+00 -6.951414960834579542e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.813995728675261043e-01 -2.595139375564713413e-01 0.000000000000000000e+00 6.853708382919747382e+05 3.156529593126398137e+00 5.468939865669585343e-01 3.703423579693356782e+00 2.459437224324089732e-01 9.192605443206427935e+02
-3.854850930646555964e+06 -2.020389611388602589e+03 -7.668653677993424935e+03 0.000000000000000000e+00 6.941215255737399836e+00 -8.460071572017266561e+00 0.000000000000000000e+00 -3.150457789589249529e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.444975281652388421e-01 2.923008343667774511e-01 0.000000000000000000e+00 7.043931410573063185e+05 3.158117919520089245e+00 3.810758704646963202e-01 3.539193789984785621e+00 2.447723942615812054e-01 6.988179225779000262e+03
-1.718024909038326703e+06 -5.058031081458068002e+03 -7.954961838991336663e+03 0.000000000000000000e+00 5.568823144427805794e+00 -9.418901143220193006e+00 0.000000000000000000e+00 -1.095044806836272823e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.875432852987744536e-01 3.111632965477411084e-01 0.000000000000000000e+00 6.229801022020537639e+05 3.151726700406277892e+00 3.633112728489373278e-01 3.515037973255215054e+00 2.436534998461313273e-01 5.608237810723590883e+03
-1.211257966621068772e+06 -1.888829815294677474e+03 -1.097202354519720302e+03 0.000000000000000000e+00 1.129596929837562325e+00 -1.084671057014903717e+01 0.000000000000000000e+00 -7.664188216397758806e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.139929371812335002e-03 4.601043838813492770e-02 0.000000000000000000e+00 4.448391449812929495e+05 3.132091487372453908e+00 4.672492793837625114e-02 3.178816415310830035e+00 2.426728234859070743e-01 8.081469065111635928e+02
-3.419716693403600715e+06 -1.908074069884521805e+03 -2.681980035447406863e+02 0.000000000000000000e+00 2.778634177916189607e+00 -1.054388106847727613e+01 0.000000000000000000e+00 -2.997399111552524846e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.870188980795695344e-02 2.530382972777385220e-01 0.000000000000000000e+00 4.223175818510760437e+05 3.130801077472819216e+00 2.621990266046039797e-01 3.393000104077423362e+00 2.414571443288586472e-01 1.296190470243688651e+03
-3.140289187218576670e+06 -1.154817046822558950e+03 -1.532134505434180028e+03 0.000000000000000000e+00 9.266025529491848545e+00 -5.837640347347251790e+00 0.000000000000000000e+00 -1.918860632739820285e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.724383122732727536e-01 1.891221513034030410e-01 0.000000000000000000e+00 1.221428554478756385e+06 3.179250598094521596e+00 3.316471349309934591e-01 3.510897733025514889e+00 2.404388603498068266e-01 1.157179749693045596e+04
-2.927887524196335115e+06 -3.295842707432480893e+03 -1.154273264670158142e+03 0.000000000000000000e+00 9.661567567485905172e+00 -5.154240132153568688e+00 0.000000000000000000e+00 -1.840455574627870927e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.273430055564466867e-01 1.970409851730399453e-01 0.000000000000000000e+00 1.087431949568464421e+06 3.175855180935193811e+00 3.820714502873645002e-01 3.557926631222558367e+00 2.393908433807283853e-01 1.169641147553312112e+04
-3.707235028638521675e+06 7.754409954927739818e+03 -7.592363669948392271e+03 0.000000000000000000e+00 9.192412365566777765e+00 6.001605116565524867e+00 0.000000000000000000e+00 -2.444061978944267612e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.441454643781083900e-01 -2.266623438729474249e-01 0.000000000000000000e+00 1.263173049694254063e+06 3.182256198245869694e+00 4.120824174628203163e-01 3.594338615708689844e+00 2.383125740829222794e-01 1.467173257556806493e+04
-2.999082077229948714e+06 2.095061539205693407e+03 1.104295242283723201e+04 0.000000000000000000e+00 1.065473853787521286e+01 -2.490645416440870008e+00 0.000000000000000000e+00 -2.076421036601154599e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.162861973152086392e-01 1.118226121826013247e-01 0.000000000000000000e+00 9.226610406287939986e+05 3.169892991453753250e+00 5.282572613164338016e-01 3.698150252770187052e+00 2.363829752081291757e-01 6.642333325771792261e+02
-3.675214598154376261e+06 -1.625059049553525483e+03 1.050635708993904927e+03 0.000000000000000000e+00 -4.619376978131107592e+00 -9.915700524321838571e+00 0.000000000000000000e+00 -2.881479671568829101e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.232836342503873805e-02 1.227732906053658757e-01 0.000000000000000000e+00 7.937349265855470439e+05 3.166088276579029248e+00 1.376884373261361705e-01 3.303776713905165252e+00 2.353430858346376719e-01 5.567079055619460632e+03
-2.259303387757546734e+06 -1.104336156250735985e+04 -1.993806228688694773e+03 0.000000000000000000e+00 1.285044218993961707e+00 -1.086186220033509819e+01 0.000000000000000000e+00 -1.581981483531539096e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.063314650507852566e-03 1.987883105237392423e-02 0.000000000000000000e+00 6.773219042260076385e+05 3.139867832612023957e+00 1.998562461760517925e-02 3.159853457229629292e+00 2.343092954212772361e-01 1.946158869023467787e+03
-2.473497591402560472e+06 -1.100686981288794050e+04 9.342195597486143015e+02 0.000000000000000000e+00 -7.669352499170427606e-01 1.087704503226955488e+01 0.000000000000000000e+00 -2.013772018875338370e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.781443482268599943e-03 -2.176194205453720332e-01 0.000000000000000000e+00 4.597255725272220443e+05 3.130412730446115344e+00 2.177965241874529334e-01 3.348209254633568221e+00 2.334033294294437233e-01 1.027411184085871554e+01
-2.690750637933107093e+06 -9.274973847431119793e+03 5.404006418660659619e+03 0.000000000000000000e+00 2.743104276420367249e+00 1.060975979539559688e+01 -1.886805294178223204e-10 -1.645380788894790225e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.915219707342249889e-02 -2.384712453000411014e-01 -2.801710007880299466e-12 1.045369849038316985e+06 3.188290077030055514e+00 2.434840309180397733e-01 3.431774107948095232e+00 2.324394616633980448e-01 6.232801977998021357e+03
-4.232535350380993448e+06 -5.796400321787314169e+03 -9.302109889973296958e+03 0.000000000000000000e+00 8.056183380616760203e+00 -7.428692032814929291e+00 0.000000000000000000e+00 -3.453573995112958830e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.316266808782738496e-01 3.018706762432122881e-01 0.000000000000000000e+00 7.789613552680346183e+05 3.161822580655266446e+00 4.484441555487982400e-01 3.610266736204064575e+00 2.314001144484550410e-01 7.811203240870609989e+03
-2.519695531128484756e+06 -8.589788888837381819e+03 6.895524648074189827e+03 0.000000000000000000e+00 -8.195446903027111318e+00 -7.303726306217400044e+00 0.000000000000000000e+00 -1.314503940785988234e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.757283500307418866e-01 1.618921959646303088e-01 0.000000000000000000e+00 1.205191590342496522e+06 3.181026176474027078e+00 2.389341669137697854e-01 3.419960343387796975e+00 2.303664120119161829e-01 7.657121873490465077e+03
-2.320188248009167146e+06 -8.525559010522412791e+03 4.855787076739038639e+03 0.000000000000000000e+00 8.831768994067370926e+00 6.454787463404447756e+00 0.000000000000000000e+00 -1.599613243011259707e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.752163496892778616e-01 -2.700187666699374600e-01 0.000000000000000000e+00 7.205750049979074392e+05 3.159959019671508162e+00 4.622742080498333239e-01 3.622233227721341375e+00 2.294671016067249547e-01 5.149417047021371445e+02
-2.977563517763766926e+06 -5.780733830065834809e+03 2.373043468388375004e+03 0.000000000000000000e+00 -3.784143436304540309e+00 1.025580474119404073e+01 0.000000000000000000e+00 -2.524717899968522135e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.170412180866135299e-02 -4.016143732699811730e-02 0.000000000000000000e+00 4.528456177952449070e+05 3.140906127541656101e+00 4.565095783941019308e-02 3.186557085381066301e+00 2.285542172940549510e-01 3.958093931695121341e+02
-2.549370622020653449e+06 -9.684902507726870681e+03 5.718112564353687048e+03 0.000000000000000000e+00 -5.710692619643753076e+00 -9.378025209843322330e+00 0.000000000000000000e+00 -1.290119592569353292e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.266740601057499416e-02 1.134541824348346273e-01 0.000000000000000000e+00 1.259251029451300390e+06 3.181985802390722373e+00 1.296111696114612966e-01 3.311596972002183836e+00 2.275532896837093033e-01 7.101929106981722725e+03
-1.683598135126943234e+06 -4.686120678485920507e+03 -7.792444626402588256e+03 0.000000000000000000e+00 5.418505060581352950e+00 -9.500065158998459935e+00 0.000000000000000000e+00 -1.126181743789822096e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.049251960023744934e-01 3.608822449894387718e-01 0.000000000000000000e+00 5.574163913371211383e+05 3.147643919627847620e+00 4.150064224867235918e-01 3.562650342114570989e+00 2.265357637246903921e-01 5.176332893750432049e+03
-4.407607700755732134e+06 -9.659770421352290214e+03 -4.630699979935749070e+03 0.000000000000000000e+00 2.106605786767933530e+00 -1.076494055850526266e+01 0.000000000000000000e+00 -3.324899665292869322e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.179029382825949768e-03 8.850162490547777705e-03 0.000000000000000000e+00 1.082708035462862346e+06 3.173844601675448018e+00 1.275068455103023010e-02 3.186595286226478141e+00 2.257269565936401712e-01 4.936167235594642989e+03
-3.688910125735669397e+06 -1.887068480676553236e+03 4.162648203369179782e+02 0.000000000000000000e+00 -3.819239155858320078e+00 -1.025224783701924913e+01 0.000000000000000000e+00 -2.958759298224626109e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.901709480173161881e-02 6.789709194357144983e-02 0.000000000000000000e+00 7.301508275110435206e+05 3.167624132623411359e+00 7.383770639129086377e-02 3.241461839014702306e+00 2.247871312575047131e-01 5.342906454046762519e+03
-3.934670847760945559e+06 6.010240306793278251e+03 -9.492709683249460795e+03 0.000000000000000000e+00 9.039669885484926226e+00 6.235450121030486237e+00 0.000000000000000000e+00 -2.546476241454135161e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.219954730062770665e-01 -2.291467182006309555e-01 0.000000000000000000e+00 1.388194606306810398e+06 3.183739256899825065e+00 3.952079238814114048e-01 3.578947180781236526e+00 2.237744391899059437e-01 2.037904275274630345e+04
-1.584908440258595627e+06 -3.687055142959957266e+03 -7.085985748813979626e+03 0.000000000000000000e+00 4.946422546853356472e+00 -9.746349609219377541e+00 0.000000000000000000e+00 -1.048151829496590071e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.809017889170901339e-01 3.509844240314975439e-01 0.000000000000000000e+00 5.367566107620056719e+05 3.144443595665699309e+00 3.948613973866342830e-01 3.539304993052333703e+00 2.229513194861520720e-01 4.502549062228418734e+03
-4.156735122054985259e+06 -6.552546863722052876e+03 -6.973434598909026136e+03 0.000000000000000000e+00 -3.866329780974573360e+00 1.023172320587295303e+01 0.000000000000000000e+00 -3.464453165855765808e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.992314893656242425e-02 -2.246831497773095210e-01 0.000000000000000000e+00 6.922819561992195668e+05 3.157749402602056499e+00 2.384747943280145499e-01 3.396224196930071049e+00 2.220589940818845642e-01 1.081173538012528752e+03
-4.295011997840769589e+06 -6.335932294852203086e+03 -9.185798173228507949e+03 0.000000000000000000e+00 8.317262670699388849e+00 -7.137486070082847078e+00 0.000000000000000000e+00 -3.507969848826991394e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.412307381380892957e-01 2.904874693095620963e-01 0.000000000000000000e+00 7.870421490137785440e+05 3.162376610371663510e+00 4.481309925413985984e-01 3.610507602913062275e+00 2.212023285151568930e-01 8.332190019398882441e+02
-2.694371970289218239e+06 -9.222829769056772420e+03 1.821303826202696655e+03 0.000000000000000000e+00 3.173459466970100173e+00 -1.046961498487775089e+01 0.000000000000000000e+00 -2.268494671784495469e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.486197454664938244e-02 2.101037032445896291e-01 0.000000000000000000e+00 4.258772985047225957e+05 3.152040081524459580e+00 2.129763446638659186e-01 3.365016426188325305e+00 2.202664753011663035e-01 4.076218986091492297e+03
-1.868989736248338595e+06 -7.427367409399046664e+03 -2.254798871123929075e+03 0.000000000000000000e+00 3.713829172805008128e+00 1.030018635936253446e+01 0.000000000000000000e+00 -9.524901557236370863e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.840170337281779478e-02 -9.818539842210979862e-02 0.000000000000000000e+00 9.164995805247016251e+05 3.162967613372700715e+00 1.094673346377753181e-01 3.272434948010475964e+00 2.194227419765075182e-01 1.895938833844458713e+03
-3.049314166778102051e+06 3.225825956145500186e+03 -1.783876788008346011e+03 0.000000000000000000e+00 1.046572701497344582e+01 3.214167756038741164e+00 0.000000000000000000e+00 -2.034404928904798813e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.323271209995258046e-01 -1.294314258874856849e-01 0.000000000000000000e+00 1.014909237873303122e+06 3.173439922585902906e+00 4.512861991674532725e-01 3.624726121753356178e+00 2.186134877718433622e-01 1.469839963461310253e+04
-4.275698514359936118e+06 3.223522561388386293e+03 -8.515007695926692577e+01 0.000000000000000000e+00 6.966428214836211552e+00 -8.488613035116484795e+00 0.000000000000000000e+00 -2.887106828849591315e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.998454970774393491e-01 3.171818233902772288e-01 0.000000000000000000e+00 1.388591685510344338e+06 3.185605859161091846e+00 4.364763810411712575e-01 3.622082240202263215e+00 2.176404730999280113e-01 5.715419141951159645e+02
-3.322799101796509232e+06 6.438166029456951946e+03 -3.575868448971039470e+03 0.000000000000000000e+00 1.013477845015977152e+01 4.171543686886994173e+00 0.000000000000000000e+00 -2.227228851725574583e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.007642023909558926e-01 -1.644209408582117116e-01 0.000000000000000000e+00 1.095570250070934650e+06 3.176381730493484934e+00 4.331814766477886103e-01 3.609563207141273544e+00 2.168256159256064242e-01 1.735184369623005114e+04
-2.396872892287828960e+06 -1.008538055105043532e+04 4.191794045280130376e+03 0.000000000000000000e+00 -6.121314454634775082e+00 -9.111506710992834712e+00 0.000000000000000000e+00 -1.254856073609911837e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.272897009724827777e-02 1.302375699028976985e-01 0.000000000000000000e+00 1.142016818677916890e+06 3.180541177380678874e+00 1.542916300632136140e-01 3.334832807443892655e+00 2.160496543223526522e-01 7.188807258867753262e+03
-1.738945081760846078e+06 -5.457306215971270831e+03 -7.730284229083806167e+03 0.000000000000000000e+00 5.153470008503990840e+00 -9.655432838913126758e+00 0.000000000000000000e+00 -1.086041355187053792e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.500347958513029156e-01 2.748621506427140204e-01 0.000000000000000000e+00 6.529037265737924026e+05 3.154258050330882135e+00 3.131447617669504413e-01 3.467402812097832410e+00 2.152537423238016223e-01 6.191527477809733682e+03
-3.748042953699902166e+06 -2.523734146012949623e+03 -3.721361001760034014e+03 0.000000000000000000e+00 -2.014355510073862376e+00 1.077015966788145818e+01 0.000000000000000000e+00 -2.798948031450987328e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.029439666267981113e-02 -8.333749298668599592e-02 0.000000000000000000e+00 9.490949222489147214e+05 3.162282706929935738e+00 8.397090174551259667e-02 3.246253608675448543e+00 2.142921726173723507e-01 7.595964852072602298e+02
-2.639628634040362202e+06 -6.999911277124497246e+03 -2.314906467735097067e+03 0.000000000000000000e+00 9.210801896320786497e+00 -5.934367446076907804e+00 0.000000000000000000e+00 -1.631875611420961563e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.262313808875398902e-01 2.412045536345751584e-01 0.000000000000000000e+00 1.007753022619400523e+06 3.174289399654745658e+00 4.057173284071630137e-01 3.580006728061908561e+00 2.135536398764145694e-01 1.148658177001765762e+04
-2.079669321896358859e+06 -9.780801955864597403e+03 -1.356791424220273257e+03 0.000000000000000000e+00 2.938587171487194727e+00 1.054612473365449077e+01 0.000000000000000000e+00 -7.364073161423788406e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.157868006892849078e-02 -3.371557752672107999e-02 0.000000000000000000e+00 1.343262005753980018e+06 3.169276479552499914e+00 4.002973396710889087e-02 3.209306213519608875e+00 2.126713958051849873e-01 2.643642556304532718e+03
-3.038158492039502598e+06 -4.307388531903381590e+03 8.229655264960629211e+03 0.000000000000000000e+00 6.138501358276435838e+00 9.084580604275654281e+00 0.000000000000000000e+00 -1.933866385488518747e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.123462332384508322e-01 -2.065105307166570925e-01 0.000000000000000000e+00 1.104292106550983852e+06 3.182842738060927879e+00 2.350920573301951699e-01 3.417934795391122993e+00 2.119726713814144292e-01 3.396573908496789500e+03
-2.532073384703450371e+06 -7.302817110351968950e+03 -3.683605661407472780e+03 0.000000000000000000e+00 9.684030840252081163e+00 -5.124142788916083546e+00 0.000000000000000000e+00 -1.637127624883006094e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.925824817770016684e-01 2.460616302853405601e-01 0.000000000000000000e+00 8.949457598204441601e+05 3.171890009163732760e+00 4.633220595836868294e-01 3.635212068747419423e+00 2.110791076501718766e-01 1.170669500677717588e+04
-2.690832707150921691e+06 -9.059831663478007613e+03 6.041919176932640767e+03 0.000000000000000000e+00 -4.286472479856861639e+00 -1.010513446268436155e+01 0.000000000000000000e+00 -1.306625920592921786e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.601526861788915346e-03 4.137086347950583165e-02 0.000000000000000000e+00 1.384206786557999905e+06 3.188569476235642686e+00 4.206342301418665441e-02 3.230632899249829215e+00 2.102049836955238726e-01 6.954353986629637802e+03
-3.462649820138333365e+06 2.419832742368096206e+03 7.114100787039254101e+03 0.000000000000000000e+00 1.036755867416404087e+01 3.582139010854662686e+00 0.000000000000000000e+00 -2.302257615469067357e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.356908382394461210e-01 -1.448048744281734412e-01 0.000000000000000000e+00 1.160392204669266008e+06 3.181873346753000487e+00 3.655910153929675666e-01 3.547464362145968053e+00 2.093955321656750523e-01 1.641498997349640149e+03
-2.109544692439235281e+06 -1.012517385332838603e+04 -1.496614481695306495e+03 0.000000000000000000e+00 -2.248119308997562626e+00 -1.073793693571004582e+01 0.000000000000000000e+00 -3.113693695354938245e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.108318120016289043e-02 3.290716861490114442e-02 0.000000000000000000e+00 2.078407755485686008e+06 3.177201687006992348e+00 8.750636559581241591e-02 3.264708052602804944e+00 2.086079298739384469e-01 4.707191178623821543e+03
-2.779273301836130209e+06 -4.368324364331317156e+03 1.035661990535645964e+04 0.000000000000000000e+00 -1.024323913803118735e+01 -3.953540977688393632e+00 0.000000000000000000e+00 -1.495323261407805374e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.990665947124174218e-01 1.203158263247195991e-01 0.000000000000000000e+00 1.283950040428324603e+06 3.181822177338742286e+00 3.223611734329701051e-01 3.504183350771712391e+00 2.077718000146002442e-01 7.421330884882982900e+03
-2.960394140638994053e+06 1.968267203433508030e+03 -1.661664339912025525e+03 0.000000000000000000e+00 1.054854816340665202e+01 2.922924387548293090e+00 0.000000000000000000e+00 -1.949997569693369791e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.416210499147457669e-01 -1.185880867930962645e-01 0.000000000000000000e+00 1.010396570945624262e+06 3.172841097644007569e+00 4.572660998336190996e-01 3.630107197477626890e+00 2.068900514602347862e-01 1.604910566103755264e+04
-2.574434535856898874e+06 -1.029243128775110563e+04 4.141863104906156877e+03 0.000000000000000000e+00 2.698434834248879532e+00 1.056830676189174589e+01 0.000000000000000000e+00 -2.092552220806005411e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.900720865614175636e-02 -3.488644964535992932e-01 0.000000000000000000e+00 4.818823150508932304e+05 3.134308643727626631e+00 3.600398867883686793e-01 3.494348530515995144e+00 2.060144677938366975e-01 3.127666989692880293e+02
-2.473576785196980927e+06 -1.092887787826883505e+04 2.548566629372652642e+03 0.000000000000000000e+00 1.932123872730758807e+00 1.074062692771935623e+01 0.000000000000000000e+00 -2.006269142500989139e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.946414989356962111e-02 -1.652331153429868471e-01 0.000000000000000000e+00 4.673076426959916716e+05 3.140483176028030510e+00 1.663755857601353083e-01 3.306858761788165957e+00 2.052616702738752352e-01 8.091796422673392044e+02
-3.520731110944454558e+06 -1.820280403165581447e+03 -9.042284947902766135e+02 0.000000000000000000e+00 -1.795597005725571682e+00 1.080157216601408443e+01 0.000000000000000000e+00 -2.831960687498123851e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.864403287254866315e-02 -1.316331758801215224e-01 0.000000000000000000e+00 6.887704234463309404e+05 3.151936966138460416e+00 1.329469554147054700e-01 3.284883921553165997e+00 2.045477163316771207e-01 1.165285266816635612e+03
-4.473907964779967442e+06 -1.031153567464718435e+04 -3.192038137180675676e+03 0.000000000000000000e+00 6.948747551892857643e-01 -1.090922727285119720e+01 0.000000000000000000e+00 -3.859104463146536145e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.999304382429346383e-03 2.759362877780779932e-02 0.000000000000000000e+00 6.148035016334308311e+05 3.135408129436159097e+00 2.775615563989225487e-02 3.163164285076051296e+00 2.036827214760321969e-01 8.872847803910395669e+03
-3.250881306552691385e+06 -2.357159598305763211e+03 6.415175702826809356e+03 0.000000000000000000e+00 5.374774619831496736e+00 9.567886297591936540e+00 0.000000000000000000e+00 -2.145822643063885160e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.890422377984333546e-02 -1.061821837141185831e-01 0.000000000000000000e+00 1.105058663488806458e+06 3.185255187764151064e+00 1.100459462707013558e-01 3.295301134034852364e+00 2.028381311410444310e-01 2.748165565870934643e+03
-4.060762764518307522e+06 -5.380414721998760797e+03 -2.332619988504583034e+03 0.000000000000000000e+00 -3.762392295394857200e+00 -1.026673343817164863e+01 0.000000000000000000e+00 -3.419435907609669957e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.880357064498632269e-02 1.962060379660147125e-01 0.000000000000000000e+00 6.413268569086377975e+05 3.155091004198281368e+00 2.079200343108398852e-01 3.363011038509121420e+00 2.021210408775465650e-01 3.255317629661507908e+03
-1.701984146941545187e+06 -4.818371711172798314e+03 -7.995529293361611963e+03 0.000000000000000000e+00 5.682465525124380079e+00 -9.346551558392981462e+00 0.000000000000000000e+00 -1.125056312333669746e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.189041697472347003e-01 3.574688711636521132e-01 0.000000000000000000e+00 5.769278346078754403e+05 3.148443220932441999e+00 4.191694518732750341e-01 3.567612672805716922e+00 2.013315612694696888e-01 6.330007089493489730e+03
-1.831208017021844862e+06 -7.252886263311049333e+03 -3.399725329355773738e+03 0.000000000000000000e+00 -2.022787008707095158e+00 -1.076938588150169629e+01 0.000000000000000000e+00 -6.377444918196861181e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.477415569583274246e-01 2.191697052250786149e-01 0.000000000000000000e+00 1.824830572103647981e+06 3.172480359046160103e+00 4.110468952859874237e-01 3.583527254332147471e+00 2.005770168025514388e-01 6.507519827365221090e+02
-1.251765320452286629e+06 -1.909726987952594754e+03 -1.968740608442708435e+03 0.000000000000000000e+00 1.752571957524540203e+00 -1.076624607728463090e+01 0.000000000000000000e+00 -7.979309024120426038e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.642648181829550247e-02 1.382502970003780807e-01 0.000000000000000000e+00 4.538344180402439670e+05 3.134112123229231717e+00 1.407533429868912667e-01 3.274865466216123178e+00 1.997418347666133354e-01 1.929792425497390695e+03
